chapter#	sectionfloat	isextra	paragraph
3	0.083333	1	A lehetséges redundáns megfogalmazással nem törődve a cselekvésstruktúra kettő lehet Q, vagy H; az érzékelés lehet 6-féle (NOP, LL, LF, FL, FF, XY) ; minden kapcsolgatás lehet 8-féle (NOP, LL, LF, FL, FF, ~XY, X~Y, ~X~Y). A lehetséges legális lépések számát:
2	0.210526	1	* A neurális hálózatok alkalmazásának menete * A neurális hálózatok tervezésének lépései * Eldöntendő jellemzők a neurális hálózatok tervezése során * A „perceptron” paradigma jellemzői (processzor, topológia, tanító algoritmus, korlátok) * Többrétegű neurális hálózatok tanítása (általánosított „delta” szabály, a „hiba visszaterjesztés „Back error Propagation” algoritmus) * A „NetTalk” alkalmazás jellemzői, tapasztalatai, tanulságai * A hálózattanítás gyorsító módszerei (momentum, csökkenő hibahatár, „metszés”, inkrementális hálózat építés „kaszkád korreláció” * A versengéses tanulás „győztes visz mindent” algoritmusa és az „oldalirányú gátlás” hatása * Tipikus példák: Kohonen önszerveződő hálózata, jellemzői, alkalmazásai, tanulságai * A neurális hálózatos és szakértői rendszerek összehasonlítása
3	0.458333	0	Az egyenletes költségű keresést nem a mélység, hanem az útköltség vezérli, így komplexitását a b és a d függvényében nehéz jellemezni. Helyette legyen C^∗ az optimális megoldás költsége, és tételezzük fel, hogy minden cselekvés költsége legalább e. Az algoritmus idő- és tárigénye legrosszabb esetben [03-01ma.png] , ami sokkal több lehet, mint b^d. Ez azért lehetséges, mert az egyenletes költségű keresés képes (és sokszor ezt meg is teszi) a kis lépésekből álló nagy fákat felkutatni a nagy és feltehetően hasznos lépéseket tartalmazó utak előtt. Amikor minden lépés költsége ugyanannyi, az [03-02ma.png] , persze azonos b^d-nel.
7	0.24	0	Most, hogy specifikáltuk az ítéletkalkulus szintaxisát, definiáljuk a szemantikáját is. A szemantika definiálja a szabályokat, amivel meghatározható a mondat igazsága egy bizonyos modellben. Az ítéletkalkulusban a modell egyszerűen az igazságértéket – igaz vagy hamis – rögzíti minden ítéletszimbólumra. Például ha a tudásbázis mondatai a C[1,2], C[2,2] és C[3,1 ]ítéletszimbólumokat használják fel, akkor egy lehetséges modell:
25	0.740741	0	Az ötlet, hogy AFSM-ekkel valósítsuk meg a robot szabályozását, igen nagy előrelépés. Képzeljük el, milyen nehéz lenne ugyanezt a viselkedést leírni a konfigurációs térben, bármelyik korábban tárgyalt pályatervező algoritmussal! Először is szükségünk lenne a terep pontos modelljére. A hatlábú robot konfigurációs tere összesen tizennyolc dimenziós (tizenkét dimenzió a lábankénti két-két motortól származik, hat pedig a robot pozíciója és orientációja a környezethez képest). Még ha a számítógépeink elég gyorsak is lennének, hogy kiszámoljanak egy pályát egy ilyen kiterjedt térben, további problémát jelentenének az egyéb előforduló hatások, mint például az, ha a robot megcsúszik a lejtőn. Az ilyen sztochasztikus hatások miatt egyetlen út a konfigurációs térben csaknem bizonyosan túl törékeny lenne, és még egy PID szabályozó sem tudna megbirkózni a felmerülő problémákkal. Más szavakkal, a modellalapú mozgástervezés túl bonyolult feladat a mai robotok pályatervező algoritmusainak.
6	0.1	1	Látszik, hogy itt már megjelenik a feladat megoldásának egy igen fontos eleme is: a pe kifizetési függvény definíciója. Egy direkt mechanizmusban gyakorlatilag ez az egyetlen komponens, amivel variálhatunk (Mi=Ti és g=f adott). Ezt a pe kifizetési függvényt kell tehát ügyesen megválasztanunk. Lássuk a feladat megoldását!
4	0.125	0	ahol h^*(n) az n csomópontból a célcsomópontba való eljutás valódi költségét jelöli. Majdnem minden, a gyakorlatban használt heurisztikus függvény esetén a hiba legalább arányos az útköltséggel, és az ebből adódó exponenciális növekedéssel egyetlen számítógép sem tud megbirkózni. Ezért ahhoz ragaszkodni, hogy egy optimális megoldást találjunk, gyakran nem is praktikus. Használhatjuk az A^* olyan változatát, amely a szuboptimális megoldásokat gyorsan megtalálja, vagy pedig dolgozhatunk pontosabb, de nem elfogadható heurisztikákkal. Egy jól megválasztott heurisztikus függvény ettől függetlenül a nem informált keresési algoritmusokhoz képest jelentős megtakarítást eredményezhet. A  alfejezetben megvizsgáljuk, hogy hogyan is lehet jó heurisztikus függvényt tervezni.
9	0.448276	1	1972 után sem állt meg a munka, és nem a babérjaikon ültek a készítők, hanem felismerték az első verziójú Prolog hibáit és nekiláttak a tökéletesítésének. 74 – 75 között kezdték el terjeszteni, és innentől nem volt megállása. 1979-82 között elkészült a Prolog II, az első olyan Prolog verzió, amit már számítógépekre (pontosabban Apple II-re) szántak. Egy Apple II gép még mindösszesen 64kByte memóriával rendelkezett. A Prolog II legnagyobb újítása a nem egyenlő operátor ([]――――――――――――――――――――) bevezetése volt.
14	0.869565	1	Függvény definiálásánál is érvényes a pontosvesszőre vonatkozó szabály. Amennyiben pontosvesszővel zárul az utasítás, csak definiálja a függvényt, de nem jeleníti meg az értékeket, a pontosvessző elhagyásakor pedig kiíródnak a függvényértékek.
24	0.958333	1	 A sűrű, lombos koronával rendelkező fa árnyékában számos világos foltot lehet látni. Meglepetésre mind körkörös. Miért? Hiszen, ha úgy vesszük, a levelek közötti rések, amelyeken keresztül átvilágít a nap, nagy eséllyel nem ilyenek.
10	0.727273	0	Vegyük észre, hogy a leíró logika hatékonyan teszi lehetővé azt, hogy a predikátumokon direkt logikai műveleteket hajtsunk végre anélkül, hogy először mondatokat alkotnánk, amiket azután összekapcsolunk kötőszavakkal. Bármilyen leírás a Classic-ban kifejezhető elsőrendű logikával, de bizonyos leírások a Classic-ban sokkal világosabbak. Például az emberek egy olyan halmazának leírásához, akiknek legalább három fiuk van, és a fiúk mind munkanélküliek, és a feleségeik orvosok, valamint maximum két lányuk van, akik vagy fizika, vagy matematika tanszéken professzorok, azt használnánk, hogy:
20	0.321429	0	összefüggés írja le, ahol x jelenti az adatpont attribútumait. Folytonos adatok esetén a komponensekre természetesen adódik a többváltozós Gauss-eloszlás, ami az úgynevezett kevert Gauss- (mixture of Gaussians) eloszlás családot adja. A kevert Gauss-eloszlás paraméterei: w[i] = P(C = i) (az egyes komponensek súlya), μ[i](az egyes komponensek várható értéke) Σ[i] (az egyes komponensek kovarianciája). A  (b) ábra három Gauss-eloszlás keverékét mutatja, valójában ez volt az (a) ábrán látható adathalmaz forrása.
24	0.166667	1	A vizsgáló berendezésektől beérkező vizsgálatokat (képek, vizsgálati és páciens adatok) az archiváló szerver fogadja, adatbázist épít, gyors elérésű on-line RAID tömbben (1,7 TB) tárolja. Ezt követően költséghatékony off-line archiváló eszközre másolja (4 DVD/nap). A beérkezett vizsgálatok azonnal elérhetők a jogosult felhasználók részére. A rendszer kapacitása az igények növekedésével folyamatosan bővíthető. MySQL (adatbázis-kezelő) tartalmazza az összes páciens információt.
1	0.241379	0	Nem a célokat, hanem az eszközöket mérlegeljük. Az orvos nem azt fontolgatja, hogy gyógyítson-e, a szónok sem, hogy meggyőzzön-e, az államférfi sem azon hezitál, hogy jogot és törvényt teremtsen, és senki sem a célt mérlegeli. Mindenki feltételezi a célt, és azt fontolgatja, hogy az hogyan, milyen eszközökkel érhető el, és hogy azáltal könnyen és a lehető legjobban érhető-e el. És ha valamilyen eszközzel elérhető a cél, azt fontolgatjuk, hogy azzal az eszközzel hogyan, milyen módon érhetjük el, amíg a legelső okhoz el nem jutunk. Ez az ok a felfedezés sorában a legutolsó… és ami az elemzés rendjében az utolsó, a megtörténés rendjében elsőnek tűnik. És ha lehetetlenséghez jutunk, a keresést feladjuk, például ha pénzre van szükségünk, azt viszont megszerezni nem lehet. Ha azonban valami lehetségesnek tűnik, akkor megpróbálkozunk vele.
17	0.333333	0	Ha a Bellman-frissítést végtelen sokszor alkalmazzuk, garantált, hogy egyensúlyi helyzetet érünk el (lásd következő alfejezet), és ekkor a végső hasznosságértékeknek a Bellman-egyenletek megoldását kell adniuk. Valójában ezek egyértelmű megoldások is, és a hozzájuk tartozó eljárásmód optimális (amit a   egyenlettel nyerhetünk). Az algoritmus, amit Értékiteráció-nak nevezünk, a  ábrán látható.
4	0.958333	1	* Információk ábrázolása a (biológiai) kromoszómákban * A természetes és mesterséges genetikus algoritmusok alapfogalmai (kromoszóma-karakterfüzér, gén - karakter, allél - jellemző érték, lókusz - karakter pozíció,genotípus - karakterfüzér szerkezet, fenotítus - karakter készlet) * A mesterséges genetikus algoritmusok alkalmazásának feltételei és megoldási módjai (rendszer leírás egy karakterfüzérbe, reprezentatív populáció, mérési módszer) * Genetikus algoritmusok operátorai : alap operátorok ( szelekció, kereszteződés, mutáció) alacsonyszintű operátorok (dominancia, halkítás, törlődés, kikapcsolás,…), populáció szintű operátorok („házassági” korlátozások, jóság átalakító függvények,…) * Az alap operátorok alkalmazási algoritmusai: „elitista” és „rulett kerék” algoritmusok, keresztezés és mutáció * A genetikus algoritmusok alkalmazásának menete, korlátai, és előnyei a hagyományos algoritmusokhoz képest
5	0.181818	1	Vegyük észre, hogy amennyiben az AC3/MAC megkezdésekor, az NSW=RED értékadás hatására nem redukáltuk volna az NSW változó értékkészletét {RED}-re, úgy az AC3/MAC algoritmus semmi érdemlegeset sem tudott volna kikövetkeztetni, hiszen ekkor minden változó értékkészlete a teljes {RED, GREEN, BLUE} lett volna, és így minden él esetében teljesült volna, hogy a rajta lévő egyik változó minden értékéhez van a másiknak konzisztens értéke. Ebből következik, hogy a kiindulási KKP esetében, amennyiben az AC3-at előfeldolgozási jelleggel futtattuk volna (csak azért, hogy még a visszalépéses mélységi keresés előtt lehetőség szerint picit redukáljuk egyik-másik változó értékkészletét, amennyiben lehetséges), sajnos semmilyen érdemleges eredménnyel nem jártunk volna. Ezért van tehát az, hogy az AC3/MAC esetében az aktuális értékadást/behelyettesítést nyomban átvezetjük az érintett változó értékkészletébe.
7	0.12	0	Egy következtetési eljárást, amely csak vonzat mondatokat vezet le, helyesnek (sound) vagy igazságtartónak (truth-preserving) nevezzük. A helyesség egy igencsak kívánatos tulajdonság. Egy nem helyes következtetési eljárás kitalál olyan dolgokat ahogy előrehalad, olyan tűk megtalálását jelenti be, amelyek nem is léteznek. Egyszerű belátni, hogy a modellellenőrzés, ha alkalmazható,^[64] akkor helyes eljárás.
19	0.909091	0	A releváns információval funkcionális függőségek formájában először az adatbázis-kutatásnál foglalkoztak, ahol ez a nagy attribútumhalmazok kezelhető részhalmazokra való strukturálásának eszköze volt. Funkcionális függőségeket analógiás következtetésre Carbonell és Collins, majd logikai színezettel Bobrow és Raphael használtak (Carbonell és Collins, 1973; Bobrow és Raphael, 1974). Davies és Russell (Davies, 1985; Davies és Russell, 1987) a függőségeket másoktól függetlenül újra felfedezték, és az analógiás következtetés szempontjából teljes körű logikai elemzésnek vetették alá. A függőségeket deklaratív elfogultság céljából Russell és Grosof használták (Russell és Grosof, 1987). A meghatározások és a leszűkített szótárral rendelkező hipotézistér közötti ekvivalenciát Russell (Russell, 1988) bizonyította be. A meghatározásokat tanuló algoritmust és az RADFT megnövelt hatékonyságát először a Focus algoritmusban mutatták be (Almuallim és Dietterich, 1991). Tadepalli a meghatározások tanulására egy ügyes algoritmust közölt, amely a tanulási sebességben igen lényeges javulást mutat (Tadepalli, 1993).
27	0.6	0	Megkockáztathatjuk azt is, hogy a KO- vagy az AKO-programok – nagy teljesítőképességű számítógépek és bonyolult környezetek esetén – nem fognak szükségszerűen egyszerű és elegáns struktúrával rendelkezni. Láttuk már, hogy az általános rendeltetésű intelligenciához bizonyos fokú reflexszerű és tudatos képesség szükséges, ami a tudás és a döntéshozatali formák sokaságát, ezen formák mindegyikéhez a tanuló és a kompilálási mechanizmusokat, a következtetés vezérlésének módszereit és a tárgyterületre vonatkozó specifikus tudás nagy tárát jelenti. A korlátozottan optimális ágensnek adaptálódnia kell ahhoz a környezethez, amelyben tartózkodik, így belső szervezettsége végül az adott környezetre jellemző optimalizálási sémákat tükrözheti. Ez elvárható, hasonlóképpen ahhoz, ahogy a súlyukban és a lóerőben korlátozott versenyautók szélsőségesen komplikált konstrukciókig jutottak el. Az a sejtésünk, hogy a korlátozott optimalitáson alapuló mesterséges intelligencia tudománya nagy részben olyan folyamatok tanulmányozásából fog állni, amelyek révén egy ágensprogram a korlátozott optimalitáshoz fog konvergálni, és talán kevésbé fog az eredményül kapott, nehezen áttekinthető programok részleteivel törődni.
4	0.625	0	Az „α egy kis konstans” kifejezés mögött az α-t beállító módszerek óriási választéka rejlik. Az alapprobléma az, hogyha α túl kicsi, túlságosan sok lépésre van szükség. Ha α túl nagy, a keresés könnyűszerrel túllő a maximumon. A vonalkeresés (line search) módszere e problémát úgy kísérli megoldani, hogy a pillanatnyi gradiens irányát – általában α ismételt megduplázásával – meghosszabbítja, amíg f nem kezd újra csökkeni. Az a pont, ahol ez megtörténik, lesz az új aktuális állapot.
5	0.181818	1	A listán a (WA, SA) él következik. Szerencsére ez konzisztens, hiszen WA egyetlen RED értéke konzisztens SA jelenlegi egyetlen GREEN értékével. Tehát ezt az élet törölhetjük a listáról, és következhet az (NT, SA) él. Szerencsére ez az él is konzisztens, hiszen NT egyetlen BLUE értéke konzisztens SA egyetlen GREEN értékével. Ezt az élet is töröljük tehát a listáról, és vesszük a következő, (Q, SA) élet.
22	0.111111	0	Szintézis (synthesis). A beszélő létrehozza W szavak fizikai realizációját, W'-t. Ezt teheti tintával papíron, rezgésekkel levegőben vagy valamilyen más médiumon. A  ábrán egy olyan ágenst mutatunk, amely a  szakasz - Beszédfelismerés részben definiált fonetikus ábécével leírt W' hangfüzér szintézisét végzi: „[thaxwahmpaxsihzdehd]”. A szavak egybefolytak, ami tipikus a gyorsan beszélt nyelv esetében.
8	0.516129	0	Az első axióma azt mondja ki, hogy ha hozzáadunk egy 0-t bármely m természetes számhoz, akkor m-et kapunk. Figyeljük meg a „+” bináris függvényszimbólum használatát a +(m, 0) termben. A matematika jelölése szerint a termet a következőképpen írnánk: m + 0, infix (infix) jelölés használatával. (Az eddigiekben az elsőrendű logikához használt jelöléseket prefixnek (prefix) nevezzük.) Azért, hogy könnyebben olvashatóvá tegyük a számokról szóló mondatainkat, lehetővé tesszük az infix jelölések használatát. Így az S(n)-t leírhatjuk úgy is, hogy n + 1, ami által a második axióma a következő lesz:
21	0.75	0	Most egy egyszerű trükköt alkalmazunk, hogy ezt az összegzést approximálni tudjuk a π[θ](s, a) által meghatározott valószínűség-eloszlásból generált mintákkal. Tegyük fel, hogy összesen N kísérletünk van, és a j-edik kísérletben az a[j] cselekvést választottuk. Ekkor
7	0.92	0	A hasonló Megara és sztoikus iskolák (az i. e. 5. században indultak, és több száz éven keresztül működtek) vezették be az implikációt és más alapvető szerkezeteket, amelyeket ma is használunk a modern ítéletlogikában. Logikai összekötőjelek definiálására vezette be az igazságtábla használatát Philón és Megara. A sztoikusok öt alapvető következtetési szabályt használtak, amelyeket igazolás nélkül érvényesnek tartottak, köztük azt a szabályt, amelyet ma Modus Ponensnek nevezzünk. Számos szabályt vezettek le ebből az ötből, felhasználva többek között a dedukció elméletének alapelvét  szakasz - Az ítéletkalkulus következtetési mintái részben, és sokkal tisztábban használták a bizonyítás fogalmát, mint azt Arisztotelész tette. A sztoikusok azt állították, hogy az ő logikájuk teljes abban az értelemben, hogy tartalmaz minden érvényes következtetést, de ami fennmaradt munkájukból, az túlságosan töredékes ahhoz, hogy elemezhető legyen. A Megara és a sztoikus logikák történetének, már amennyire ezek ismertek, jó beszámolóját készítette el Benson Mates (Mates, 1953).
25	0.074074	1	A mobilrobotok fejlesztése világszerte elterjedt kutatási tevékenység. Ez nem csupán annak a vágynak köszönhető, hogy minél okosabb mozgó berendezéseket tudjunk építeni, hanem talán annak a ténynek is, hogy ez a terület magába foglalja a mesterséges intelligencia szinte összes területét. A hatlábú robotok nagy részét a rovarokhoz hasonló alakúra készítik. Speciális erdészeti feladatok megoldására tervezték a MECANT nevű robotot (Halme). Az 1100 kg tömegű robotot 2 hengeres ultrakönnyű repülőgép motorral hajtják. A lábak úgynevezett pantográf szerkezetűek és három-három forgatómozgást biztosítanak. A járművet rádió-távvezérlés segítségével operátor irányítja.  ábra - MECANT lépegető robot (Halme) MECANT lépegető robot (Halme)
19	0.454545	0	Ez a szabály annyira érvényes, mint az AritmetikaiIsmeretlen-t felhasználó szabály, bár annál általánosabb, mivel olyan esetekre is vonatkozik, amikor z numerikus értékű. Még általánosabb szabályokat is kinyerhetünk, ha az Egyszerűsítés(y + z, w) után metszünk. Ekkor a szabály:
24	0.708333	1	Alapvetően más megközelítést igényel, ha például a felismerendő objektum egy háromdimenziós modellje adott, illetve ha csak a vetületeiről áll rendelkezésre információ. Utóbbi eset is többféleképpen lehetséges: adott lehet egy kétdimenziós modell vagy közelítő struktúra, ami leírja az előforduló képeket, vagy azok egy részét, de előfordulhat, hogy csak néhány felvétel ismert a céltárgyról. Ha a bemenet néhány vetületből áll, egy lehetséges út lenne a háromdimenziós alakzatok képekből történő rekonstruálása, azaz a probléma visszavezetése az első esetre. A tapasztalatok szerint ezek a próbálkozások kevés sikerrel jártak, amennyiben a kamera pozíciója nem volt ismert.
6	0.75	0	Schaeffer úgy gondolja, hogy megfelelő számítási teljesítménnyel a végjátékok adatbázisát annyira ki lehetne bővíteni, hogy a kezdeti pozíciótól induló előre keresés valamelyik már megoldott pozíciót mindig el tudná érni, vagyis a dámajáték teljesen megoldható lenne (volt, hogy a Chinook már az 5-ik lépésnél győzött). Az ilyen kimerítő elemzést kézi módszerekkel a 3 × 3-as amőbára meg lehet tenni és számítógépen a 4 × 4 × 4-es amőbára (Qubic), a Go-Mokura (öt egy sorban) és a Nine-Men’s Morrisra is elvégezték (Gasser, 1998). Ken Thompson és Lewis Stiller figyelemre méltó munkája (Thompson és Stiller, 1992) az összes öt- és hatfigurás sakkvégjátszmát is megoldotta, az eredményeket az interneten hozzáférhetővé téve. Stiller egy olyan kényszermatt esetét is felfedezte, amely 262 lépést igényelt. Ez egy kis felfordulást okozott, mert a sakk szabályai megkövetelik, hogy 50 lépés alatt valamilyen „előrehaladásnak” kell történnie.
22	0.111111	0	Beépítés (incorporation). H eldönti, hogy elhiszi P[i]-t (vagy nem). Egy teljesen naiv ágens mindent elhihet, amit hall, de egy kifinomultabb ágens úgy kezeli a szólásaktust, mint egy P[i]-t alátámasztó tényt, és nem mint annak a megerősítését.
8	0.548387	0	Némi munkával meg lehet mutatni, hogy ezek a mondatok együtt logikusan egyenértékűek a   egyenletben leírt ekvivalenciamondatokkal. Maga az ekvivalencia is tekinthető ok-okozatinak, mert megmutatja, hogy a Szellős igazságértéke a világ állapota alapján határozható meg.
14	0.826087	1	Egy adott betegségre (például diabétesz) kidolgozott modell rendszerint nagyszámú (több száz) matematikai összefüggést tartalmaz, és az proaktív medicina sikere attól függ, hogy ezek segítségével mennyire megbízhatóan és milyen időtávlatban tudjuk előre látni a betegség kialakulását és kimenetelét. A modell viselkedését számítógépes szimulációval tanulmányozhatjuk, különböző változatokat játszhatunk le, miközben egy vagy több feltételt változtatunk.
19	0.863636	0	Ebben a fejezetben különböző módszereket vizsgáltunk meg arra vonatkozóan, hogy az előzetes tudás hogyan segítheti az ágenst abban, hogy új tapasztalatokból tanuljon. Mivel az előzetes tudás zöme inkább a relációs modellekkel, és nem attribútumalapú modellekkel van megadva, a relációs modellekből tanuló rendszerekkel is foglalkoztunk. Az alábbiakban összefoglaljuk a fontos tudnivalókat. * Az előzetes tudás felhasználása a tanulásnál a kumulatív tanuláshoz (cumulative learning) vezet, ahol az ágens az új tudás beszerzésével javítja a tanulási képességét. * Az előzetes tudás segít a tanulásban, mert a különben konzisztens hipotéziseket eliminálja, és a példák magyarázatának „kitöltésével” rövidebb hipotézisekhez vezet. Ezek a tulajdonságok javítják a tanulás minta- és számítási komplexitását. * Az előzetes tudás által betöltött különböző – vonzatkényszerek (entailment constraints) formájában kifejezett – logikai szerepeknek a megértése segít a különféle tanulási módszerek definiálásában. * A magyarázatalapú tanulás (MAT) (explanation-based learning, EBL) az egyedi példákból úgy emeli ki az általános szabályokat, hogy a példákat először megmagyarázza, majd a magyarázatot általánosítja. Ezzel a deduktív módszerrel az elsődleges tudást hasznos, hatékony, speciális rendeltetésű szaktudássá változtatjuk. * A relevanciaalapú tanulás (RAT) (relevance-based learning, RBL) az előzetes tudást meghatározások formájában használja a releváns attribútumok azonosítására. Ily módon egy redukált hipotézisteret generál, és a tanulási folyamatot meggyorsítja. A RAT lehetővé teszi az egyedi példák deduktív általánosítását is. * A tudásalapú induktív tanulás (TIT) (knowledge-based inductive learning, KBIL) induktív hipotéziseket keres, amelyek a háttértudás segítségével megmagyarázzák a megfigyelések halmazát. * Az induktív logikai programozási (ILP) (inductive logic programming) technikák a TIT-hez folyamodnak, az elsőrendű logikában kifejezett háttértudást felhasználva. Az ILP-módszerek olyan relációs tudás megtanulására is alkalmasak, amelyet az attribútumalapú rendszerekben nem lehet kifejezni. * Az ILP felülről lefelé megközelítéssel, a nagyon általános szabályok finomításával, vagy pedig lentről felfelé megközelítéssel, a deduktív folyamat invertálásával valósítható meg. * Az ILP-módszerek természetes módon generálnak új predikátumokat is, amelyekkel új elméletek tömören kifejezhetők, és általános célú tudományos elméletformáló rendszerekként is ígéretesnek mutatkoznak.
18	0.894737	1	Az ESTAIC (European Society for Computing and Technology in Anaesthesia and Intensive Care) társaság célja a számítástechnika mind szélesebb körű alkalmazása a szakmának, akár teljes körű anaesthesiológiai adatforgalomról jegyzőkönyv-készítéssel, akár infúziós pumpák vezérléséről van szó. Ezen kívül az ún. „Minimal data set in Anasthesia” rendszer elkészítésére törekszenek. Becslések szerint évente Európában több mint 1 millió anaesthesia zajlik. Ennek feldolgozásához igyekeznek egységesíteni az anaesthesia nomenklatúráját, adatait.
1	0.37931	1	A víz T1 súlyozott képeken jelszegény, fekete, T2 súlyozott képeken pedig jeldús, fehér. Az egyes szervek többnyire valamilyen köztes, szürke árnyalatban jelennek meg. A vízben szegény kötőszövet, ín, porc, szalag alig ad jelt. A véralvadék relaxációs ideje az idő függvényében változik, mert a haemoglobin bomlása folyamán a vas időről időre más molekuláris környezetbe kerül. A légtartó területek és az ásványi anyagokban gazdag csontok vagy meszesedések, kövek jeladása alig vagy nem mérhető, a zsíros csontvelő azonban a csontot is kirajzolja.
25	0.592593	0	PD szabályozót használva K[P] = 0,3 és K[D] = 0,8 paraméterekkel a  (c) ábrán lévő trajektóriát kapjuk. A pálya sokkal simább, és nem látható oszcilláció sem. Ahogy a példa is mutatja, egy differenciáló tag stabillá tehet egy szabályozót, amely enélkül nem az.
15	0.592593	0	Eddig csupán felületesen érintettük a komplex folyamatok reprezentálásának problémáját. Az állapotátmenet-modellek változatossága óriási, magában foglalva egymástól olyan távol eső témákat, mint például az emberi endokrin rendszer (hormonális működés) és az autópályákon közlekedő járművek modellezését. Az érzékelő modellezés egymagában is hatalmas terület, de még az olyan nehezen megfogható jelenségek, mint például az érzékelő elállítódása, hirtelen dekalibrálása és a külső körülményeknek (mint az időjárásnak) a hatásai az érzékelő jelzésein is kezelhetők explicit reprezentációkkal a dinamikus Bayes-hálóknál.
22	0.925926	0	Az első fontos eredmény a nyelvtan indukciós (grammar induction) tanulásának területén egy negatív eredmény volt: Gold (Gold, 1967) megmutatta, hogy nem lehetséges megbízhatóan egy helyes környezetfüggetlen nyelvtan megtanulása annak szövegei alapján. Az ötlet lényege szerint ha adott egy s[1], s[2], … s[n] füzérhalmaz, akkor a helyes nyelvtan lehet a mindent magába foglaló (S → word*), vagy a bemenet másolata, az (S → s[1] | s[2] | … | s[n]), vagy bármi a kettő között. Jeles nyelvészek, mint például Chomsky (Chomsky, 1957; 1980) és Pinker (Pinker, 1989; 2000) felhasználták Gold eredményeit annak megmutatására, hogy lennie kell egy öröklött univerzális nyelvtannak (universal grammar), amellyel minden gyermek születésénél fogva rendelkezik. Az úgynevezett Ingerszegénység (Poverty of the Stimulus) érvelés szerint a gyerekeknek nincs más nyelvi példájuk, mint pozitív: szüleik és társaik nyelvük legtöbbször pontos példáit állítják elő, és igen ritkán javítanak ki hibákat. Ezért, mivel Gold bebizonyította, hogy pozitív példákból nem lehet CFG-t tanulni, a gyerekeknek már „tudniuk” kell a nyelvtant, és pusztán ezen öröklött nyelvtan paramétereit állítják, illetve a szókészletet tanulják. Bár ez az érvelés még befolyással bír a Chomskyt követő nyelvészek körében, egyes nyelvészek (Pullum, 1996; Elman és társai, 1997) és a legtöbb számítástudománnyal foglalkozó elvetette. Igen hamar, már 1969-ben Horning megmutatta, hogy meg lehet tanulni PAC értelemben egy valószínűségi környezetfüggetlen nyelvtant. Azóta számos meggyőző, kizárólag pozitív példákból tanuló empirikus demonstráció jelent meg, mint például Mooney, illetve Muggleton és De Raedt ILP-munkái (Mooney, 1999; Muggleton és De Raedt, 1994), valamint Schütze és de Marcken emlékezetes PhD-értekezései (Schütze, 1995; de Marcken, 1996). Más nyelvtani formalizmusok, mint például a reguláris nyelvek (Oncina és Garcia, 1992; Denis, 2001), reguláris fa nyelvek (Carrasco és társai, 1998), valamint a véges automaták (Parekh és Honavar, 2001) tanulása is lehetséges.
3	0.208333	1	n = 7 esetén az analitikus megoldásokat azok az y = a * x + b alakú függvények adják, ahol „a” = 2, 3, 4, 5 és „b” = 0, 1, 2, 3, 4, 5, 6. Ebből látható, hogy összesen 4 x 7 = 28 analitikus megoldást találhatunk. [15]
20	0.107143	0	  ábra - (a) Bayes-háló modell az ismeretlen arányban citrom-, illetve meggyízű cukorkák esetére. (b) Annak a modellje, amikor a csomagolópapír színe függ (valószínűségi alapon) a cukorka ízétől. (a) Bayes-háló modell az ismeretlen arányban citrom-, illetve meggyízű cukorkák esetére. (b) Annak a modellje, amikor a csomagolópapír színe függ (valószínűségi alapon) a cukorka ízétől.
13	0.772727	0	Az ilyen valószínűségi eloszlásokat naiv Bayes-modellnek hívjuk – „naiv”, mert gyakran használják (egyszerűsítésként) olyan esetekben is, ahol az „okozati” változók valójában nem függetlenek az „ok” fennállása esetén. (A naiv Bayes-modellt néha Bayes-osztályozónak (Bayes classifier) is hívják némileg meggondolatlanul, ami arra sarkallta az igazi Bayes-következtetést alkalmazókat, hogy a naiv Bayes-modellt együgyű Bayes- (idiot Bayes) modellnek hívják.) A naiv Bayes-modellek a gyakorlatban akkor is meglepően jól működnek, ha a valószínűségi feltételezés nem igaz. A  fejezetben olyan módszereket írunk le, amelyekkel a naiv Bayes-eloszlások megtanulhatók a megfigyelésekből.
12	0.904762	0	A Strips programban található a macrops – elemi lépések sorozatából álló „makróoperátorok” (macro operators) – tanulásra szolgáló eszköztár, az első hierarchikus mechanizmusnak tekinthető (Fikes és társai, 1972). A hierarchiát szintén alkalmazták a Lawaly rendszerben (Siklossy és Dreussi, 1973). Az Abstrips rendszer (Sacerdoti, 1974) az absztrakciós hierarchia (abstraction hierarchy) ötletét vezette be, ahol a magasabb szintű tervezés megengedte a cselekvések alacsonyabb szintű előfeltételeinek figyelmen kívül hagyását, hogy egy működő terv általános struktúráját származtathassa. Austin Tate PhD-tézise (Tate, 1975b) és Earl Sacerdoti (Sacerdoti, 1977) munkája a HTM tervkészítés modern formájának alapötleteit vezette be. Számos gyakorlati tervkészítő, beleértve az O-Plan és a Sipe tervkészítőket, HFH-tervkészítő. Yang (Yang, 1990) a HFH-tervkészítést hatékonnyá tevő cselekvések jellemzőit tárgyalja. Erol, Hendler és Nau (Erol és társai, 1994, 1996) egy teljes hierarchikus dekompozíciót alkalmazó tervkészítőt mutat be, valamint számos komplexitásbeli eredményt a tiszta HFH-tervkészítőkhöz. Más szerzők (Ambros-Ingerson és Steel, 1988); Young és társai (Young és társai, 1994); Barrett és Weld (Barett és Weld, 1994); Kambhampati és társai (Kambhampati és társai, 1998) az ebben a fejezetben bemutatott hibrid megközelítést javasolták, melyben a dekompozíciók mindössze a részben rendezett tervkészítéshez használható finomítások egy másik formáját jelentik.
